id,title,overview,genres,rating,vote_count,popularity,runtime,year,original_language,language_name
43935,Dylan Dog: Dead of Night,"Supernatural private eye, Dylan Dog, seeks out the monsters of the Louisiana bayou in his signature red shirt, black jacket and blue jeans.","['Action', 'Comedy', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",4.5,139,10.617236,107.0,2011.0,en,English
11458,People I Know,A New York press agent must scramble when his major client becomes embroiled in a huge scandal.,"['Drama', 'Thriller']",5.5,48,6.377308,100.0,2002.0,en,English
44638,The Tempest,"An adaptation of the play by William Shakespeare. Prospera (a female version of Shakespeare's Prospero) is the usurped ruler of Milan who has been banished to a mysterious island with her daughter. Using her magical powers, she draws her enemies to the island to exact her revenge.","['Drama', 'Fantasy']",6.0,31,3.620537,110.0,2010.0,en,English
241257,Regression,"Minnesota, 1990. Detective Bruce Kenner investigates the case of young Angela, who accuses her father, John Gray, of an unspeakable crime. When John unexpectedly and without recollection admits guilt, renowned psychologist Dr. Raines is brought in to help him relive his memories and what they discover unmasks a horrifying nationwide mystery.","['Horror', 'Mystery', 'Thriller']",5.3,585,27.215666,106.0,2015.0,en,English
14538,Three Kingdoms: Resurrection of the Dragon,"The aging Zhao embarks on his final and greatest campaign, a road to adventure that will crown his name in glory for all time.","['Action', 'History', 'Drama']",6.6,35,4.127155,102.0,2008.0,en,English
13250,Butterfly on a Wheel,A sociopathic kidnapper methodically pushes a desperate pair of parents to their absolute breaking point.,"['Crime', 'Drama', 'Thriller']",6.3,130,13.118983,95.0,2007.0,en,English
133931,Zambezia,"Set in a bustling bird city on the edge of the majestic Victoria Falls, ""Zambezia"" is the story of Kai - a naïve, but high-spirited young falcon who travels to the bird city of ""Zambezia"" where he discovers the truth about his origins and, in defending the city, learns how to be part of a community","['Comedy', 'Animation', 'Adventure', 'Family']",5.3,68,14.182301,83.0,2012.0,en,English
280871,Ramanujan,A prodigious Indian mathematician has to overcome poverty and prejudices and make a mark with the help of his British mentor.,"['Drama', 'History']",5.0,3,0.416179,170.0,2014.0,ta,TA
239897,Dwegons,"Family inherits an old house and to their surprise, finds the home filled with wonderful colorful creatures that brings the family together.",['Animation'],0.5,1,0.485405,98.0,2014.0,en,English
184341,Hands of Stone,The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.,['Drama'],6.1,109,7.444189,105.0,2016.0,en,English
334074,Survivor,"A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York, but is forced to go on the run when she is framed for crimes she did not commit.",['Thriller'],5.4,404,33.625477,96.0,2015.0,en,English
199373,The Frozen Ground,An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.,"['Thriller', 'Crime']",6.1,465,28.060472,105.0,2013.0,en,English
14202,The Painted Veil,"A British medical doctor fights a cholera outbreak in a small Chinese village, while also being trapped at home in a loveless marriage to an unfaithful wife.","['Drama', 'Romance']",7.1,312,20.746932,125.0,2006.0,en,English
6968,The Baader Meinhof Complex,"Der Baader Meinhof Komplex depicts the political turmoil in the period from 1967 to the bloody ""Deutschen Herbst"" in 1977. The movie approaches the events based on Stefan Aust's standard work on Die Rote Armee Fraktion (RAF). The story centers on the leadership of the self named anti-fascist resistance to state violence: Andreas Baader, Ulrike Meinhof and Gudrun Ensslin.","['Action', 'Crime', 'Drama', 'History', 'Thriller']",7.1,157,7.727035,150.0,2008.0,de,German
581,Dances with Wolves,"Wounded Civil War soldier, John Dunbar tries to commit suicide – and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.","['Adventure', 'Drama', 'Western']",7.6,1046,45.707835,181.0,1990.0,en,English
52449,Bad Teacher,"A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.",['Comedy'],5.4,1584,28.497242,92.0,2011.0,en,English
12150,Sea of Love,"Seen-it-all New York detective Frank Keller is unsettled - he has done twenty years on the force and could retire, and he hasn't come to terms with his wife leaving him for a colleague. Joining up with an officer from another part of town to investigate a series of murders linked by the lonely hearts columns he finds he is getting seriously and possibly dangerously involved with Helen, one of the main suspects.","['Drama', 'Crime', 'Mystery']",6.7,141,11.47316,113.0,1989.0,en,English
11247,A Cinderella Story,"Sam Montgomery is a tomboyish, unpopular girl at school. She has been text messaging a somebody named Nomad for a few months and he asks her to meet him at the Halloween dance at 11:00 in the middle of the dance floor. The only problem is, she must get back to the diner, ran by her wicked Stepmom Fiona by 12 sharp because she is not supposed to be there. Before Nomad can found out who she is, she must leave with her best friend, Carter driving her back to the diner. After that night, everything in Sam's life goes wacko!",['Comedy'],6.1,713,25.28132,95.0,2004.0,en,English
4232,Scream,"A killer known as Ghostface begins killing off teenagers, and as the body count begins rising, one girl and her friends find themselves contemplating the 'rules' of horror films as they find themselves living in a real-life one.","['Crime', 'Horror', 'Mystery']",7.0,1476,45.99611,111.0,1996.0,en,English
9378,Thir13en Ghosts,"Arthur and his two children, Kathy and Bobby, inherit his Uncle Cyrus's estate: a glass house that serves as a prison to 12 ghosts. When the family, accompanied by Bobby's Nanny and an attorney, enter the house they find themselves trapped inside an evil machine ""designed by the devil and powered by the dead"" to open the Eye of Hell. Aided by Dennis, a ghost hunter, and his rival Kalina, a ghost rights activist out to set the ghosts free, the group must do what they can to get out of the house alive.","['Horror', 'Thriller']",5.4,440,20.392858,91.0,2001.0,en,English
694,The Shining,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.","['Horror', 'Thriller']",8.1,3757,78.699993,144.0,1980.0,en,English
105,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.","['Adventure', 'Comedy', 'Science Fiction', 'Family']",8.0,6079,76.603233,116.0,1985.0,en,English
11377,House on Haunted Hill,"A remake of the 1959 film of the same name. A millionaire offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past.","['Horror', 'Mystery', 'Thriller']",5.5,209,13.664614,93.0,1999.0,en,English
26367,I Can Do Bad All By Myself,"When Madea catches sixteen-year-old Jennifer and her two younger brothers looting her home, she decides to take matters into her own hands and delivers the young delinquents to the only relative they have: their aunt April. A heavy-drinking nightclub singer who lives off of Raymond, her married boyfriend, April wants nothing to do with the kids.","['Drama', 'Comedy']",6.0,40,2.242809,113.0,2009.0,en,English
385383,Fight Valley,"When Tory Coro turns up dead, the neighborhood turns up silent. Rumor has it she became yet another victim of the small town known as FIGHT VALLEY. Tory's sister Windsor moves to town to begin her own investigation on her sister's mysterious death after weeks of no leads from the police. She's quick to learn that Tory fought for money to make ends meet. If girl-next-door Windsor is going to make her way into FIGHT VALLEY to find the truth about Tory, she's going to have to fight her way in. ""Jabs"" (Miesha Tate) swore she would never throw a punch in the Valley again. Jabs now finds herself training Windsor to survive the painful, unexpected path she's about to take. Every corner. Every alley. Every doorway. She must follow the last footsteps of her sister in order to come face-to-face with Tory's killer in FIGHT VALLEY.","['Action', 'Drama']",3.9,8,1.224105,90.0,2016.0,en,English
41210,The Switch,"An unmarried 40-year-old woman turns to a turkey baster in order to become pregnant. Seven years later, she reunites with her best friend, who has been living with a secret: he replaced her preferred sperm sample with his own.","['Comedy', 'Romance', 'Drama']",5.9,583,27.494037,101.0,2010.0,en,English
12090,Just Married,"Tom Leezak and Sarah McNerney fall in love and plan to get married, despite opposition from Sarah's uptight, rich family. When they do get married, and get a chance to prove Sarah's family wrong, they go on a European honeymoon and run into disaster after disaster. They have to decide whether the honeymoon from hell and a few pre-marital mistakes are worth throwing away their love and marriage.",['Comedy'],5.3,404,18.47518,95.0,2003.0,en,English
62630,The Devil's Double,A chilling vision of the House of Saddam Hussein comes to life through the eyes of the man who was forced to become the double of Hussein's sadistic son.,"['Drama', 'Action', 'Thriller', 'Crime', 'War']",6.5,208,10.559414,109.0,2011.0,en,English
16110,Thomas and the Magic Railroad,"Mr. Conductor's supply of magic gold dust, which allows him to travel between Shining Time and Thomas's island, is critically low. Unfortunately, he doesn't know how to get more. Meanwhile, Thomas is fending off attacks by the nasty diesel engines. Getting more gold dust will require help from Mr. C's slacker cousin, his new friend Lily and her morose grandfather, plus the secret engine.","['Animation', 'Drama', 'Family', 'Science Fiction']",4.6,8,1.916351,85.0,2000.0,en,English
29427,The Crazies,Four friends find themselves trapped in their small hometown after they discover their friends and neighbors going quickly and horrifically insane.,"['Mystery', 'Horror', 'Action']",6.2,633,28.867568,101.0,2010.0,en,English
129,Spirited Away,A ten year old girl who wanders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. Her parents have been changed into pigs along with others inside a bathhouse full of these creatures. Will she ever see the world how it once was?,"['Fantasy', 'Adventure', 'Animation', 'Family']",8.3,3840,118.968562,125.0,2001.0,ja,Japanese
244114,Firestorm,"A crew of seasoned criminals led by the notorious Nam, armed with high-powered weapons, pulls off another smooth and violent armored car heist in broad daylight in a crowded street. Whoever tries to get in their way, they will show no mercy. This puts the police force to shame and humiliation. A hardboiled senior police inspector Lui, hot on the trails of Nam and his tight crew, determines to put an end to this madness that causes the lives of innocent people. But he soon comes face to face with the cruel reality that the usual police tactics are too futile to send these armed thieves behind bars. Extreme crime requires extreme justice, even if it means crossing his moral line. Tou, an ex-con desperate to leave his criminal past behind, volunteers to be Lui’s snitch in exchange for a fresh start with her girlfriend Bing. But little does he know what hellish situation he’s getting himself into.","['Action', 'Crime']",5.9,43,3.376967,110.0,2013.0,zh,Chinese
2669,The Bounty,"The familiar story of Lieutenant Bligh, whose cruelty leads to a mutiny on his ship. This version follows both the efforts of Fletcher Christian to get his men beyond the reach of British retribution, and the epic voyage of Lieutenant Bligh to get his loyalists safely to East Timor in a tiny lifeboat.","['Action', 'Drama', 'History']",6.5,108,7.436491,132.0,1984.0,en,English
203833,The Book Thief,"While subjected to the horrors of WWII Germany, young Liesel finds solace by stealing books and sharing them with others. Under the stairs in her home, a Jewish refuge is being sheltered by her adoptive parents.",['Drama'],7.4,1486,57.84156,131.0,2013.0,en,English
13523,Sex Drive,A high school senior drives cross-country with his best friends to hook up with a babe he met online.,"['Comedy', 'Adventure', 'Romance']",6.0,342,17.952817,109.0,2008.0,en,English
25195,Leap Year,"When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.","['Romance', 'Comedy']",6.4,465,21.959742,100.0,2010.0,en,English
17277,The Fall of the Roman Empire,"Drawn from the same events that later inspired Gladiator, the film charts the power-hungry greed and father-son betrayal that led to Rome's collapse at the bloody hands of the Barbarians.","['Drama', 'History']",6.0,33,4.229942,188.0,1964.0,en,English
50725,Take Me Home Tonight,"Recent MIT grad Matt Franklin (Topher Grace) should be well on his way to a successful career at a Fortune 500 company, but instead, he rebels against maturity by taking a job at a video store. Matt rethinks his position when his unrequited high-school crush, Tori (Teresa Palmer), walks in and invites him to an end-of-summer party. With the help of his twin sister (Anna Faris) and his best friend (Dan Fogler), Matt hatches a plan to change the course of his life.","['Comedy', 'Drama', 'Romance']",6.2,208,11.766564,97.0,2011.0,en,English
82631,Won't Back Down,"Two determined mothers­, one a teacher, look to transform their children's failing inner city school. Facing a powerful and entrenched bureaucracy, they risk everything to make a difference in the education and future of their children",['Drama'],5.8,40,2.366251,121.0,2012.0,en,English
73191,The Nutcracker,"On Christmas Eve, a little girl named Marie (Cohen) falls asleep after a party at her home and dreams herself into a fantastic world where toys become larger than life. She meets up with the Nutcracker Prince (Culkin) who defends her from the Mouse King.","['Family', 'Fantasy', 'Music']",5.6,5,0.068228,93.0,1993.0,en,English
22479,Kansas City,"Robert Altman's story is a riff on race, class, and power cross-cuts between the two kidnappings and the background of corrupt politics and virtuoso jazz music. It all takes place in Kansas City in 1934.","['Thriller', 'Drama', 'Music', 'Crime']",6.1,12,5.380733,116.0,1996.0,en,English
340611,Indignation,"In 1951, Marcus Messner, a working-class Jewish student from New Jersey, attends a small Ohio college, where he struggles with anti-Semitism, sexual repression, and the ongoing Korean War.",['Drama'],6.8,69,5.625989,110.0,2016.0,en,English
10065,The Amityville Horror,A family is terrorized by demonic forces after moving into a home that was the site of a grisly mass-murder.,"['Horror', 'Thriller', 'Drama']",6.0,588,30.205943,90.0,2005.0,en,English
2757,Adaptation.,A love-lorn script writer grows increasingly desperate in his quest to adapt the book 'The Orchid Thief'.,"['Comedy', 'Crime', 'Drama']",7.3,638,26.441669,114.0,2002.0,en,English
11683,Land of the Dead,"The world is full of zombies and the survivors have barricaded themselves inside a walled city to keep out the living dead. As the wealthy hide out in skyscrapers and chaos rules the streets, the rest of the survivors must find a way to stop the evolving zombies from breaking into the city.",['Horror'],6.0,381,15.262492,93.0,2005.0,en,English
244339,Out of Inferno,"On the hottest day in 50 years, a serious fire incident happened to a busy commercial tower, a gaggle of fire fighters with an indestructible enthusiasm are going to save lives.",['Action'],5.8,11,1.583918,107.0,2013.0,cn,CN
1878,Fear and Loathing in Las Vegas,"The hallucinogenic misadventures of sportswriter Raoul Duke and his Samoan lawyer, Dr. Gonzo, on a three-day romp from Los Angeles to Las Vegas. Motoring across the Mojave Desert on the way to Sin City, Duke and his purple haze passenger ingest a cornucopia of drugs ranging from acid to ether.","['Adventure', 'Drama', 'Comedy']",7.2,1301,44.511363,118.0,1998.0,en,English
23082,The Invention of Lying,"Set in a world where the concept of lying doesn't exist, a loser changes his lot when he invents lying and uses it to get ahead.","['Comedy', 'Romance', 'Fantasy']",6.0,518,16.665841,100.0,2009.0,en,English
195589,Neighbors,A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.,['Comedy'],6.2,2713,36.471231,96.0,2014.0,en,English
854,The Mask,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.","['Romance', 'Comedy', 'Crime', 'Fantasy']",6.6,2472,85.30318,101.0,1994.0,en,English
2280,Big,"A young boy, Josh Baskin makes a wish at a carnival machine to be big. He wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman. What will he find out about this strange world?","['Fantasy', 'Drama', 'Comedy', 'Romance', 'Family']",6.9,993,20.716023,104.0,1988.0,en,English
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"Kazakh journalist Borat Sagdiyev travels to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in American culture.",['Comedy'],6.5,1579,29.487784,82.0,2006.0,en,English
8835,Legally Blonde,"Elle Woods has it all. She's the president of her sorority, a Hawaiian Tropic girl, Miss June in her campus calendar, and, above all, a natural blonde. She dates the cutest fraternity boy on campus and wants nothing more than to be Mrs. Warner Huntington III. But, there's just one thing stopping Warner from popping the question: Elle is too blonde.",['Comedy'],6.1,882,25.43954,96.0,2001.0,en,English
157,Star Trek III: The Search for Spock,Admiral Kirk and his bridge crew risk their careers stealing the decommissioned Enterprise to return to the restricted Genesis planet to recover Spock's body.,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",6.4,434,15.314027,105.0,1984.0,en,English
8643,The Exorcism of Emily Rose,"When a younger girl called Emily Rose (Carpenter) dies, everyone puts blame on the exorcism which was performed on her by Father Moore (Wilkinson) prior to her death. The priest is arrested on suspicion of murder. The trail begins with lawyer Erin Bruner (Linney) representing Moore, but it is not going to be easy, as no one wants to believe what Father Moore says is true.","['Crime', 'Drama', 'Horror', 'Thriller']",6.3,659,32.602868,122.0,2005.0,en,English
10402,Deuce Bigalow: Male Gigolo,"Deuce Bigalow is a less than attractive, down on his luck aquarium cleaner. One day he wrecks the house of a gigolo and needs quick money to repair it. The only way he can make it is to become a gigolo himself, taking on an unusual mix of female clients. He encounters a couple of problems, though. He falls in love with one of his unusual clients, and a sleazy police officer is hot on his trail.",['Comedy'],5.5,308,9.832326,88.0,1999.0,en,English
218043,Left Behind,A small group of survivors are left behind after millions of people suddenly vanish during the rapture and the world is plunged into chaos and destruction.,"['Thriller', 'Action', 'Science Fiction']",3.7,392,33.452469,110.0,2014.0,en,English
9043,The Family Stone,"An uptight, conservative, businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life.","['Comedy', 'Drama', 'Romance']",6.2,249,14.190837,103.0,2005.0,en,English
21301,Barbershop 2:  Back in Business,"The continuing adventures of the barbers at Calvin's Barbershop. Gina, a stylist at the beauty shop next door, is now trying to cut in on his buisness. Calvin is again struggling to keep his father's shop and traditions alive--this time against urban developers looking to replace mom &amp; pop establishments with name-brand chains. The world changes, but some things never go out of style--from current events and politics to relationships and love, you can still say anything you want at the barbershop.","['Comedy', 'Drama']",5.6,74,6.501815,106.0,2004.0,en,English
10147,Bad Santa,"A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid, and the security boss discovers the plot.","['Drama', 'Comedy', 'Crime']",6.5,656,26.58873,91.0,2003.0,en,English
816,Austin Powers: International Man of Mystery,"As a swingin' fashion photographer by day and a groovy British superagent by night, Austin Powers is the '60s' most shagadelic spy, baby! But can he stop megalomaniac Dr. Evil after the bald villain freezes himself and unthaws in the '90s? With the help of sexy sidekick Vanessa Kensington, he just might.","['Science Fiction', 'Comedy', 'Crime']",6.5,1013,36.15716,94.0,1997.0,en,English
302688,My Big Fat Greek Wedding 2,"The continuing adventures of the Portokalos family. A follow-up to the 2002 comedy, ""My Big Fat Greek Wedding.""","['Romance', 'Comedy', 'Family']",5.5,322,16.027955,94.0,2016.0,en,English
60307,Diary of a Wimpy Kid: Rodrick Rules,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.","['Family', 'Comedy']",6.3,238,14.329891,99.0,2011.0,en,English
106,Predator,"Dutch and his group of commandos are hired by the CIA to rescue downed airmen from guerillas in a Central American jungle. The mission goes well but as they return they find that something is hunting them. Nearly invisible, it blends in with the forest, taking trophies from the bodies of its victims as it goes along. Occasionally seeing through its eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time.","['Science Fiction', 'Action', 'Adventure', 'Thriller']",7.3,2093,50.009408,107.0,1987.0,en,English
279,Amadeus,"The incredible story of genius musician Wolfgang Amadeus Mozart, told in flashback by his peer and secret rival Antonio Salieri – now confined to an insane asylum.","['Drama', 'History', 'Music']",7.8,1076,31.82675,160.0,1984.0,en,English
8617,Prom Night,"Donna's senior prom is supposed to be the best night of her life, though a sadistic killer from her past has different plans for her and her friends.","['Crime', 'Horror']",4.8,167,9.642041,88.0,2008.0,en,English
10625,Mean Girls,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",['Comedy'],6.9,2320,36.423717,97.0,2004.0,en,English
10934,Under the Tuscan Sun,"After a rough divoce, Frances, a 35 year old book editor from San Francisco takes a tour of Tuscany at the urgings of her friends. On a whim she buys Bramasole, a run down villa in the Tuscan countryside and begins to piece her life together starting with the villa and finds that life sometimes has unexpected ways of giving her everything she wanted.","['Comedy', 'Drama', 'Romance']",6.4,172,12.309718,113.0,2003.0,en,English
5279,Gosford Park,"Multiple storylined drama set in 1932, showing the lives of upstairs guest and downstairs servants at a party in a country house in England.","['Drama', 'Mystery', 'Thriller']",6.8,246,11.693272,137.0,2001.0,en,English
10013,Peggy Sue Got Married,"Peggy Sue faints at a Highschool reunion. When she wakes up she finds herself in her own past, just before she finished school.","['Comedy', 'Drama', 'Fantasy', 'Romance']",5.9,136,12.243887,103.0,1986.0,en,English
194662,Birdman,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.","['Drama', 'Comedy']",7.4,4535,89.811154,119.0,2014.0,en,English
160588,Blue Jasmine,"Jasmine French used to be on the top of the heap as a New York socialite, but now is returning to her estranged sister in San Francisco utterly ruined. As Jasmine struggles with her haunting memories of a privileged past bearing dark realities she ignored, she tries to recover in her present. Unfortunately, it all proves a losing battle as Jasmine's narcissistic hangups and their consequences begin to overwhelm her. In doing so, her old pretensions and new deceits begin to foul up everyone's lives, especially her own.","['Comedy', 'Drama']",7.0,1098,34.694216,98.0,2013.0,en,English
9829,United 93,"A real time account of the events on United Flight 93, one of the planes hijacked on 9/11 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.","['Drama', 'History', 'Crime', 'Thriller', 'Action']",6.9,367,17.50138,111.0,2006.0,en,English
10028,Honey,"Honey Daniels (Jessica Alba) dreams of making a name for herself as a hip-hop choreographer. When she's not busy hitting downtown clubs with her friends, she teaches dance classes at a nearby community center in Harlem, N.Y., as a way to keep kids off the streets. Honey thinks she's hit the jackpot when she meets a hotshot director (David Moscow) who casts her in one of his music videos. But, when he starts demanding sexual favors from her, Honey makes a decision that will change her life.","['Romance', 'Music', 'Family']",6.0,303,18.492655,94.0,2003.0,en,English
10535,Spy Hard,"The evil Gen. Rancor has his sights set on world domination, and only one man can stop him: Dick Steele, also known as Agent WD-40. Rancor needs to obtain a computer circuit for the missile that he is planning to fire, so Steele teams up with Veronique Ukrinsky, a KGB agent whose father designed the chip. Together they try to locate the evil mastermind's headquarters, where Veronique's father and several other hostages are being held.","['Action', 'Comedy']",4.9,147,11.238522,81.0,1996.0,en,English
790,The Fog,"Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.",['Horror'],6.4,311,14.518598,89.0,1980.0,en,English
43959,Soul Surfer,"Soul Surfer is the inspiring true story of teen surfer Bethany Hamilton. Bethany lost her left arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.Bethany (AnnaSophia Robb) was born to surf. A natural talent who took to the waves at a young age, she was leading an idyllic life on Kauai, participating in national surf competitions with her best friend Alana (Lorraine Nicholson), when everything changed. On Halloween morning, a 14-foot tiger shark came out of nowhere and seemed to shatter all her dreams.Soul Surfer reveals Bethany's fight to recover from her ordeal and how she grappled with the question of her future. Strengthened by the love of her parents, Tom (Dennis Quaid) and Cheri (Helen Hunt), and supported by her youth group leader Sara (Carrie Underwood), Bethany refuses to give in or give up, and begins a bold return to the water.","['Action', 'Drama']",6.9,342,19.234672,106.0,2011.0,en,English
10364,Catch-22,"A bombardier in World War II tries desperately to escape the insanity of the war. However, sometimes insanity is the only sane way to cope with a crazy situation. Catch-22 is a parody of a ""military mentality"" and of a bureaucratic society in general.","['War', 'Comedy', 'Drama']",6.7,72,4.504377,121.0,1970.0,en,English
16991,Observe and Report,"Bi-polar mall security guard Ronnie Barnhardt is called into action to stop a flasher from turning shopper's paradise into his personal peep show. But when Barnhardt can't bring the culprit to justice, a surly police detective, is recruited to close the case.","['Comedy', 'Crime', 'Drama']",5.6,225,10.529143,86.0,2009.0,en,English
9610,Conan the Destroyer,"Based on a character created by Robert E. Howard, this fast-paced, occasionally humorous sequel to Conan the Barbarian features the hero (Arnold Schwarzenegger) as he is commissioned by the evil queen Taramis (Sarah Douglas) to safely escort a teen princess (Olivia D'Abo) and her powerful bodyguard (Wilt Chamberlain) to a far away castle to retrieve the magic Horn of Dagon. Unknown to Conan, the queen plans to sacrifice the princess when she returns and inherit her kingdom after the bodyguard kills Conan. The queen's plans fail to take into consideration Conan's strength and cunning and the abilities of his sidekicks: the eccentric wizard Akiro (Mako), the wild woman Zula (Grace Jones), and the inept Malak (Tracey Walter). Together the hero and his allies must defeat both mortal and supernatural foes in this voyage to sword-and-sorcery land.","['Adventure', 'Fantasy', 'Action']",5.8,383,18.379124,103.0,1984.0,en,English
1578,Raging Bull,"When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.",['Drama'],7.7,938,35.524457,129.0,1980.0,en,English
25643,Love Happens,"Dr. Burke Ryan is a successful self-help author and motivational speaker with a secret. While he helps thousands of people cope with tragedy and personal loss, he secretly is unable to overcome the death of his late wife. It's not until Burke meets a fiercely independent florist named Eloise that he is forced to face his past and overcome his demons.","['Drama', 'Romance']",5.6,180,13.472365,109.0,2009.0,en,English
11904,Young Sherlock Holmes,"Sherlock Holmes and Dr. Watson meet as boys in an English Boarding school. Holmes is known for his deductive ability even as a youth, amazing his classmates with his abilities. When they discover a plot to murder a series of British business men by an Egyptian cult, they move to stop it.","['Action', 'Adventure', 'Crime', 'Drama', 'Family', 'Mystery', 'Thriller']",6.7,167,8.321586,109.0,1985.0,en,English
28665,Fame,"An updated version of the 1980 musical, which centered on the students of the New York Academy of Performing Arts.","['Music', 'Comedy', 'Drama', 'Romance']",5.5,135,7.668063,107.0,2009.0,en,English
44115,127 Hours,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,"['Adventure', 'Drama', 'Thriller']",7.0,2606,52.464877,94.0,2010.0,en,English
10569,Small Time Crooks,A loser of a crook and his wife strike it rich when a botched bank job's cover business becomes a spectacular success.,"['Action', 'Comedy', 'Crime']",6.4,155,11.423533,94.0,2000.0,en,English
10560,Center Stage,A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.,"['Drama', 'Music']",6.8,90,6.961736,115.0,2000.0,en,English
333348,Love the Coopers,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.","['Comedy', 'Family']",5.4,167,9.191187,107.0,2015.0,en,English
20483,Catch That Kid,"Athletic 12-year-old Maddy (Kristen Stewart) shares an enthusiasm for mountain climbing with her father, Tom (Sam Robards). Unfortunately, Tom suffers a spinal injury while scaling Mount Everest, and his family is unable to afford the surgery that can save him. Maddy decides to get the money for her father's operation by robbing a high-security bank. She relies on her climbing skills and help from her geeky friends (Max Thieriot, Corbin Bleu) to pull it off successfully.","['Family', 'Action', 'Adventure']",4.9,76,4.492859,92.0,2004.0,en,English
11457,Life as a House,"When a man is diagnosed with terminal cancer, he takes custody of his misanthropic teenage son, for whom quality time means getting high, engaging in small-time prostitution, and avoiding his father.",['Drama'],7.2,120,5.706767,125.0,2001.0,en,English
321697,Steve Jobs,"Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.","['Drama', 'History']",6.8,1573,53.670525,122.0,2015.0,en,English
